"name"	"category"	"light_rum"	"lemon_juice"	"lime_juice"	"sweet_vermouth"	"orange_juice"	"powdered_sugar"	"dark_rum"	"cranberry_juice"	"pineapple_juice"	"bourbon_whiskey"	"simple_syrup"	"cherry_flavored_brandy"	"light_cream"	"triple_sec"	"maraschino"	"amaretto"	"grenadine"	"apple_brandy"	"brandy"	"gin"	"anisette"	"dry_vermouth"	"apricot_flavored_brandy"	"bitters"	"straight_rye_whiskey"	"benedictine"	"egg_white"	"half_and_half"	"vodka"	"grapefruit_juice"	"blended_scotch_whiskey"	"port"	"white_creme_de_cacao"	"citrus_flavored_vodka"	"whole_egg"	"egg_yolk"	"blended_whiskey"	"dubonnet"	"blanco_tequila"	"old_mr_boston_dry_gin"
"862"	"Fat Like Buddha"	"Rum - Daiquiris"	0	0	0	0	0	0	2	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"863"	"Cherry Blossom Cocktail"	"Cocktail Classics"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"864"	"Fair-and-Warmer Cocktail"	"Rum - Daiquiris"	1.5	0	0	0.75	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"865"	"Chelsea Sidecar Cocktail"	"Cocktail Classics"	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75
"866"	"Mexican Firing Squad"	"Tequila"	0	0	0.75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"867"	"Mexicana"	"Tequila"	0	1	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
"868"	"El Presidente Cocktail No. 2"	"Rum - Daiquiris"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"869"	"Margarita Tequila"	"Shooters"	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0
"870"	"Lillypad"	"Tequila"	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0
"871"	"X. Y. Z. Cocktail"	"Cocktail Classics"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"872"	"La Ultima Palabra"	"Tequila"	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0.75	0
"873"	"Bull's Milk"	"Brandy"	1	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"874"	"La Bomba"	"Tequila"	0	0	2	0	1.5	0	0	0	1.5	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"875"	"Jinx Cocktail"	"Tequila"	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
"876"	"The Interesting Cocktail"	"Tequila"	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
"877"	"Hot Pants"	"Tequila"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	1.5	0
"878"	"High Plains Drifter No. 1"	"Tequila"	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"879"	"Hairy Sunrise"	"Tequila"	0	0	0	0	3	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0.75	0
"880"	"Guadalajara"	"Tequila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"881"	"Frostbite"	"Tequila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	1	0
"882"	"Flower Power"	"Tequila"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0
"883"	"Cablegram Highball"	"Cocktail Classics"	0	0.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"884"	"Cabaret Cocktail"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.04	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5
"885"	"Bulla's Eye"	"Brandy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"886"	"El Oso (The Bear)"	"Tequila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"887"	"El Ni_o"	"Tequila"	0	0	6	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"888"	"El Molino"	"Tequila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0
"889"	"Bucks Fizz"	"Cocktail Classics"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"890"	"Dirty Daisy"	"Tequila"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"891"	"Diablo"	"Tequila"	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0
"892"	"Count Camillo's Paloma"	"Tequila"	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.75	0
"893"	"Company B"	"Tequila"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0
"894"	"Chupa Cabra"	"Tequila"	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	2	0
"895"	"Chinchona"	"Tequila"	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"896"	"Chapala"	"Tequila"	0	0.75	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"897"	"Bulldog Cocktail"	"Brandy"	0	0.5	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"898"	"Boston Sidecar Cocktail"	"Cocktail Classics"	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"899"	"Catalina Margarita"	"Tequila"	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0
"900"	"Camino Del Ray"	"Tequila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"901"	"Cactus Berry"	"Tequila"	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0
"902"	"Bolero Cocktail"	"Cocktail Classics"	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"903"	"Bum's Rush"	"Tequila"	0	0	1	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0
"904"	"Brave Bull"	"Tequila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0
"905"	"Blue Margarita"	"Tequila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0
"906"	"Bloody Maria"	"Tequila"	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"907"	"Pineapple Dream Cocktail"	"Cocktail Classics"	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"908"	"Big Red Hooter"	"Tequila"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.75	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"909"	"Blood Bronx Cocktail"	"Cocktail Classics"	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5
"910"	"Bravo"	"Tequila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"911"	"Amante Picante"	"Tequila"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"912"	"Brunswick Street Cocktail"	"Brandy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"913"	"Alamo Splash"	"Tequila"	0	1	0	0	1	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0
"914"	"Betsy Ross Cocktail"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1.25
"915"	"Bermuda Rose Cocktail"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25
"916"	"Yokahama Romance"	"Gin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"917"	"Yale Cocktail"	"Gin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0.5	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"918"	"Xanthia Cocktail"	"Gin"	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"919"	"Woodstock"	"Gin"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"920"	"Wolf's Bite"	"Gin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"921"	"Barbary Coast Cocktail"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
"922"	"The Winkle"	"Gin"	0	4	1	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"923"	"The Wink"	"Gin"	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	2	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"924"	"Will Rogers"	"Gin"	0	0	0	0	0.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"925"	"Brandy Vermouth Cocktail"	"Brandy"	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"926"	"White Spider"	"Gin"	0	0.75	0	0	0	0	0	0	0	0	0.25	0	0	0.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"927"	"White Lady"	"Gin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"928"	"Western Rose"	"Gin"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"929"	"May Blosson Fizz"	"Cocktail Classics"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"930"	"Wembly Cocktail"	"Gin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1.5	0	0.75	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"931"	"Apple Pie Cocktail"	"Cocktail Classics"	0	1	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"932"	"Water Lily"	"Gin"	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"933"	"Wallis Blue Cocktail"	"Gin"	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"934"	"Minnehaha Cocktail"	"Cocktail Classics"	0	0	0	0.5	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"935"	"Wallick Cocktail"	"Gin"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"936"	"Waikiki Beachcomber"	"Gin"	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.75	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"937"	"Vow Of Silence"	"Gin"	0	0	0.5	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0
